datetime	reltime		adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	pid_time	motors_time	curses_time	sum_time
2014-06-12_22:20:43_852259	2646017	0.021393	-62	-33	-259	1.847	58.772	-0.724	-0.235	0.756	-1.281	0	13.46	3.3946572579	-3.3946572579	-1000	58.7718320611	0.08	0	0	-0.282	-0.282	0	0	0	0.08	0	0	0	0	-0.282	21.119140625	243	244	0.063	0.066	-0.0112	0.0075	0.0039	0.0035	0.0051	0.02
2014-06-12_22:20:43_873489	2667247	0.02123	-32	-48	-275	0.733	55.863	0.322	-0.3	-0.212	-1.097	0	6.64	2.2983557447	-2.2983557447	-1000	55.8634351145	0.08	0	0	-0.194	-0.194	0	0	0	0.08	0	0	0	0	-0.194	21.2099609375	243	245	0.062	0.067	-0.0112	0.0075	0.0039	0.0035	0.0049	0.0198
2014-06-12_22:20:43_895076	2688864	0.021617	-35	-19	-261	-2.901	58.925	3.215	-0.037	0.105	-1.408	0	7.64	1.1774182123	-1.1774182123	-1000	58.9245038168	0.08	0	0	-0.104	-0.104	0	0	0	0.08	0	0	0	0	-0.104	21.2609863281	243	245	0.061	0.068	-0.0112	0.0075	0.0039	0.0034	0.0052	0.02
2014-06-12_22:20:43_916398	2710160	0.021296	-25	9	-283	-2.313	48.466	1.788	-0.206	-0.022	-0.633	0	5.05	0.247095313	-0.247095313	-1000	48.4664885496	0.08	0	0	-0.03	-0.03	0	0	0	0.08	0	0	0	0	-0.03	21.2170410156	242	246	0.06	0.069	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:43_937646	2731402	0.021242	-47	31	-271	1.679	68.459	2.772	-0.01	-0.496	-1.027	0	9.84	-0.9734233798	0.9734233798	-979.5074891083	68.4588549618	0.08	0	0	0.068	0.068	0	0	0	0.08	0	0	0	0	0.068	21.0520019531	242	246	0.059	0.07	-0.0111	0.0075	0.0037	0.0035	0.0051	0.0198
2014-06-12_22:20:43_959143	2752900	0.021498	-15	-14	-265	1.473	62.436	-1.037	-0.164	-0.08	-1.191	0	3.24	-2.2021571174	2.2021571174	-932.2519715707	62.4359541985	0.08	0	0	0.167	0.167	0	0	0	0.08	0	0	0	0	0.167	21.4587402344	242	246	0.058	0.071	-0.0112	0.0075	0.004	0.0034	0.0051	0.02
2014-06-12_22:20:43_980817	2774579	0.021679	-42	8	-259	2.901	73.505	2.566	0.089	-0.52	-1.096	0	9.21	-3.5196156842	3.5196156842	-856.7271714414	73.5046564885	0.08	0	0	0.273	0.273	0	0	0	0.08	0	0	0	0	0.273	21.4582519531	241	247	0.057	0.072	-0.0115	0.0075	0.0043	0.0035	0.005	0.0203
2014-06-12_22:20:44_002352	2796175	0.021596	-37	71	-259	3.832	65.902	-0.991	0.176	-0.283	-0.816	0	8.13	-4.6721129999	4.6721129999	-756.4968878932	65.9016030534	0.08	0	0	0.366	0.366	0	0	0	0.08	0	0	0	0	0.366	21.4528808594	241	247	0.056	0.073	-0.0114	0.0075	0.0042	0.0035	0.005	0.0202
2014-06-12_22:20:44_023861	2817699	0.021524	-64	12	-265	3.061	62.978	1.597	0.169	-0.765	-0.685	0	13.58	-5.6303396066	5.6303396066	-635.7827366304	62.9779389313	0.08	0	0	0.444	0.444	0	0	0	0.08	0	0	0	0	0.444	21.4399414063	241	248	0.056	0.074	-0.0113	0.0075	0.0043	0.0033	0.005	0.0201
2014-06-12_22:20:44_045743	2839499	0.0218	21	3	-242	3.611	73.115	-6.716	-0.081	-0.634	-0.889	0	-4.96	-7.151120777	7.151120777	-482.6673940362	73.1153435115	0.08	0	0	0.567	0.567	0	0	0	0.08	0	0	0	0	0.567	21.4113769531	240	248	0.054	0.076	-0.0116	0.0075	0.0042	0.0035	0.0051	0.0203
2014-06-12_22:20:44_067347	2861104	0.021605	8	-5	-263	2.565	75.146	-4.632	-0.112	-0.191	-0.541	0	-1.74	-8.6249580938	8.6249580938	-297.3845113142	75.1458778626	0.08	0	0	0.687	0.687	0	0	0	0.08	0	0	0	0	0.687	21.4821777344	240	249	0.053	0.077	-0.0114	0.0075	0.0041	0.0035	0.0051	0.0202
2014-06-12_22:20:44_088812	2882569	0.021465	-9	59	-285	6.458	92.36	-3.136	-0.168	0.045	-1.372	0	1.81	-10.3492609602	10.3492609602	-76.3661389421	92.3596183206	0.08	0	0	0.827	0.827	0	0	0	0.08	0	0	0	0	0.827	21.3559570313	239	249	0.052	0.079	-0.0113	0.0075	0.0041	0.0034	0.0051	0.0201
2014-06-12_22:20:44_110423	2904175	0.021606	2	79	-268	-1.763	60.55	-4.869	0.234	0.913	-1.362	0	-0.43	-11.4217727695	11.4217727695	168.2678218227	60.5504580153	0.08	0	0	0.915	0.915	0	0	0	0.08	0	0	0	0	0.915	21.4182128906	239	250	0.051	0.08	-0.0114	0.0075	0.0042	0.0035	0.005	0.0202
2014-06-12_22:20:44_131880	2925680	0.021505	77	54	-273	-4.634	72.688	1.52	0.054	1.462	-0.928	0	-15.75	-13.027239117	13.027239117	446.0348941569	72.6878625954	0.08	0	0	1.047	1.047	0	0	0	0.08	0	0	0	0	1.047	21.3220214844	238	250	0.05	0.081	-0.0113	0.0075	0.0041	0.0035	0.005	0.0201
2014-06-12_22:20:44_153446	2947199	0.021519	55	12	-269	-7.107	85.963	1.833	0.138	-0.947	-1.302	0	-11.56	-14.8155537867	14.8155537867	765.7122973965	85.9626717557	0.08	0	0	1.193	1.193	0	0	0	0.08	0	0	0	0	1.193	21.5771484375	238	251	0.048	0.083	-0.0115	0.0075	0.0042	0.0034	0.005	0.0201
2014-06-12_22:20:44_175350	2969111	0.021912	7	-19	-249	6.405	66.146	0.093	0.454	0.064	-1.085	0	-1.61	-15.9459835156	15.9459835156	1000	66.1458778626	0.08	0	0	1.286	1.286	0	0	0	0.08	0	0	0	0	1.286	21.5129394531	237	251	0.047	0.084	-0.0115	0.0075	0.0042	0.0035	0.0051	0.0203
2014-06-12_22:20:44_197029	2990781	0.02167	87	-97	-291	12.191	71.001	0.925	0.329	0.536	-0.096	0	-16.65	-17.4652180269	17.4652180269	1000	71.0008396947	0.08	0	0	1.407	1.407	0	0	0	0.08	0	0	0	0	1.407	21.6328125	237	252	0.046	0.085	-0.0115	0.0075	0.0043	0.0034	0.0051	0.0203
2014-06-12_22:20:44_218257	3012123	0.021342	92	-88	-272	3.527	74.146	2.383	0.162	-0.729	-1.94	0	-18.69	-19.0217839068	19.0217839068	1000	74.1458778626	0.08	0	0	1.532	1.532	0	0	0	0.08	0	0	0	0	1.532	21.0849609375	236	252	0.045	0.087	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:44_239472	3033230	0.021107	93	-94	-252	1.084	75.604	-3.396	0.319	0.249	-1.477	0	-20.26	-20.6115341127	20.6115341127	1000	75.6038931298	0.08	0	0	1.659	1.659	0	0	0	0.08	0	0	0	0	1.659	21.1228027344	236	253	0.043	0.088	-0.0109	0.0075	0.0038	0.0035	0.005	0.0198
2014-06-12_22:20:44_260804	3054557	0.021327	76	-14	-254	-0.046	52.352	-2.9	0.337	1.158	-0.615	0	-16.66	-21.6149991817	21.6149991817	1000	52.3519847328	0.08	0	0	1.739	1.739	0	0	0	0.08	0	0	0	0	1.739	21.099609375	236	253	0.043	0.089	-0.0111	0.0075	0.0039	0.0035	0.005	0.0199
2014-06-12_22:20:44_281774	3075532	0.020975	131	-27	-214	3.527	69.245	-4.48	0.418	0.843	-0.839	0	-31.48	-23.2356271431	23.2356271431	1000	69.2451145038	0.08	0	0	1.869	1.869	0	0	0	0.08	0	0	0	0	1.869	20.9758300781	235	254	0.041	0.09	-0.0109	0.0074	0.0038	0.0034	0.0049	0.0195
2014-06-12_22:20:44_303218	3096973	0.021441	4	-28	-275	10.695	69.573	3.536	0.487	0.758	-1.031	0	-0.83	-24.2288904421	24.2288904421	1000	69.5733587786	0.08	0	0	1.948	1.948	0	0	0	0.08	0	0	0	0	1.948	21.1391601563	235	254	0.041	0.091	-0.0112	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:20:44_324743	3118499	0.021526	42	-45	-280	6.061	68.711	2.574	0.25	-0.802	-0.98	0	-8.53	-25.3476505147	25.3476505147	1000	68.7107633588	0.08	0	0	2.038	2.038	0	0	0	0.08	0	0	0	0	2.038	21.2768554688	235	255	0.04	0.092	-0.0112	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:44_346228	3140128	0.021629	112	-7	-269	-0.878	51.894	-5.441	0.128	-0.954	-0.783	0	-22.61	-26.3824073903	26.3824073903	1000	51.8939694656	0.08	0	0	2.121	2.121	0	0	0	0.08	0	0	0	0	2.121	21.4248046875	234	255	0.039	0.093	-0.0114	0.0075	0.0041	0.0034	0.005	0.02
2014-06-12_22:20:44_367434	3161189	0.021061	62	8	-258	-0.099	32.856	-4.8	0.515	-0.763	-1.082	0	-13.51	-26.8032381585	26.8032381585	1000	32.8558015267	0.08	0	0	2.154	2.154	0	0	0	0.08	0	0	0	0	2.154	21.0632324219	234	255	0.038	0.094	-0.0109	0.0075	0.0037	0.0034	0.0051	0.0197
2014-06-12_22:20:44_388906	3182658	0.021469	124	50	-254	1.428	42.222	-1.846	0.491	0.289	-1.59	0	-26.02	-27.6614566594	27.6614566594	1000	42.2222137405	0.08	0	0	2.223	2.223	0	0	0	0.08	0	0	0	0	2.223	21.1181640625	234	255	0.038	0.095	-0.0113	0.0075	0.0039	0.0035	0.0052	0.0201
2014-06-12_22:20:44_409988	3203742	0.021084	53	47	-248	4.405	45.497	-3.052	0.288	-0.099	-0.624	0	-12.06	-28.2939150409	28.2939150409	1000	45.4970229008	0.08	0	0	2.274	2.274	0	0	0	0.08	0	0	0	0	2.274	21.1811523438	234	256	0.037	0.095	-0.011	0.0075	0.0038	0.0034	0.005	0.0197
2014-06-12_22:20:44_431252	3225006	0.021264	126	37	-259	-1.855	48.39	5.673	0.465	-0.319	-0.683	0	-25.94	-29.2487643153	29.2487643153	1000	48.3901526718	0.08	0	0	2.35	2.35	0	0	0	0.08	0	0	0	0	2.35	21.1259765625	233	256	0.037	0.096	-0.011	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:20:44_452620	3246404	0.021398	150	-22	-235	2.405	52.367	3.978	0.36	-0.418	-0.844	0	-32.55	-30.3877313262	30.3877313262	1000	52.3672519084	0.08	0	0	2.441	2.441	0	0	0	0.08	0	0	0	0	2.441	20.9060058594	233	256	0.036	0.097	-0.0112	0.0074	0.0038	0.0036	0.0051	0.0199
2014-06-12_22:20:44_473833	3267584	0.02118	133	-8	-196	-2.107	47.291	0.688	0.251	0.489	-0.656	0	-34.16	-31.4508376633	31.4508376633	1000	47.2909160305	0.08	0	0	2.526	2.526	0	0	0	0.08	0	0	0	0	2.526	21.3100585938	233	257	0.035	0.098	-0.0111	0.0075	0.0038	0.0035	0.005	0.0198
2014-06-12_22:20:44_495185	3288936	0.021352	111	-44	-256	5.626	15.543	0.2	0.312	0.658	-0.708	0	-23.44	-31.6126380562	31.6126380562	1000	15.5428244275	0.08	0	0	2.539	2.539	0	0	0	0.08	0	0	0	0	2.539	21.1369628906	233	257	0.035	0.098	-0.0109	0.0074	0.0038	0.0034	0.0051	0.0197
2014-06-12_22:20:44_516488	3310244	0.021308	223	0	-190	2.687	-21.64	-4.716	0.704	0.585	-1.007	0	-49.57	-31.5244533131	31.5244533131	1000	-21.6403816794	0.08	0	0	2.532	2.532	0	0	0	0.08	0	0	0	0	2.532	21.0949707031	233	257	0.035	0.098	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:44_537828	3331626	0.021382	88	57	-263	9.824	-10.289	0.253	0.252	-0.489	-0.385	0	-18.5	-31.0508734074	31.0508734074	1000	-10.2892366412	0.08	0	0	2.494	2.494	0	0	0	0.08	0	0	0	0	2.494	21.1359863281	233	257	0.035	0.098	-0.0113	0.0074	0.0039	0.0036	0.005	0.0199
2014-06-12_22:20:44_559196	3352948	0.021322	158	16	-241	5.809	-18.297	-1.991	0.742	0.639	-1.033	0	-33.25	-30.7129534835	30.7129534835	1000	-18.296870229	0.08	0	0	2.467	2.467	0	0	0	0.08	0	0	0	0	2.467	21.3000488281	233	257	0.035	0.097	-0.011	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:44_580564	3374372	0.021424	143	-76	-240	2.053	-7.808	4.246	0.021	0.838	-0.654	0	-30.79	-30.5534418757	30.5534418757	1000	-7.8083206107	0.08	0	0	2.454	2.454	0	0	0	0.08	0	0	0	0	2.454	21.0471191406	233	256	0.035	0.097	-0.0112	0.0074	0.0039	0.0036	0.0051	0.02
2014-06-12_22:20:44_601780	3395528	0.021156	150	-30	-245	1.565	-11.198	-1.64	0.646	-0.054	-1.231	0	-31.48	-30.3385377529	30.3385377529	1000	-11.1976335878	0.08	0	0	2.437	2.437	0	0	0	0.08	0	0	0	0	2.437	21.2707519531	233	256	0.036	0.097	-0.0111	0.0075	0.0038	0.0035	0.005	0.0198
2014-06-12_22:20:44_623310	3417068	0.02154	183	46	-211	-0.229	-6.434	4.887	0.119	-0.846	-0.913	0	-40.94	-30.4173628098	30.4173628098	1000	-6.4342748092	0.08	0	0	2.443	2.443	0	0	0	0.08	0	0	0	0	2.443	21.1186523438	233	256	0.036	0.097	-0.0113	0.0075	0.0038	0.0034	0.0053	0.02
2014-06-12_22:20:44_644763	3438518	0.02145	108	32	-242	1.26	-7.976	2.055	0.65	-0.277	-0.571	0	-24.05	-30.1220811361	30.1220811361	1000	-7.976259542	0.08	0	0	2.42	2.42	0	0	0	0.08	0	0	0	0	2.42	21.4892578125	233	256	0.036	0.097	-0.0128	0.0075	0.0039	0.0034	0.0052	0.02
2014-06-12_22:20:44_667780	3461538	0.02302	140	24	-203	0.557	-19.694	2.864	0.097	-1.265	-1.159	0	-34.59	-29.7710773056	29.7710773056	1000	-19.6938167939	0.08	0	0	2.392	2.392	0	0	0	0.08	0	0	0	0	2.392	22.8217773438	233	256	0.036	0.097	-0.0112	0.0075	0.0039	0.0034	0.0052	0.02
2014-06-12_22:20:44_689098	3482882	0.021344	55	-68	-290	0.649	-11.053	-1.518	0.405	1.165	-0.763	0	-10.74	-29.1603982216	29.1603982216	1000	-11.0525954198	0.08	0	0	2.343	2.343	0	0	0	0.08	0	0	0	0	2.343	21.2390136719	233	256	0.037	0.096	-0.0111	0.0075	0.0039	0.0035	0.005	0.0199
2014-06-12_22:20:44_710615	3504370	0.021488	112	32	-258	3.366	1.008	-0.785	0.38	-0.427	-0.911	0	-23.47	-29.0676259779	29.0676259779	1000	1.0084732824	0.08	0	0	2.335	2.335	0	0	0	0.08	0	0	0	0	2.335	21.3291015625	233	256	0.037	0.096	-0.0112	0.0074	0.004	0.0034	0.0051	0.0199
2014-06-12_22:20:44_731665	3525419	0.021049	141	54	-254	1.672	-18.213	2.123	0.493	-0.998	-0.671	0	-29.04	-28.6924912974	28.6924912974	1000	-18.2129007634	0.08	0	0	2.305	2.305	0	0	0	0.08	0	0	0	0	2.305	20.9838867188	234	256	0.037	0.096	-0.0108	0.0075	0.0037	0.0034	0.005	0.0196
2014-06-12_22:20:44_753135	3546887	0.021468	132	-69	-223	-1.664	1.619	-1.739	0.216	-0.412	-1.449	0	-30.62	-28.7650107159	28.7650107159	1000	1.6191603053	0.08	0	0	2.311	2.311	0	0	0	0.08	0	0	0	0	2.311	21.3479003906	234	256	0.037	0.096	-0.0114	0.0076	0.004	0.0035	0.005	0.0201
2014-06-12_22:20:44_774789	3568549	0.021662	139	-72	-243	-4.435	-27.282	-1.365	0.407	-0.104	-0.953	0	-29.77	-28.215284047	28.215284047	1000	-27.2816030534	0.08	0	0	2.267	2.267	0	0	0	0.08	0	0	0	0	2.267	21.3149414063	234	256	0.037	0.095	-0.0113	0.0075	0.004	0.0034	0.0052	0.0201
2014-06-12_22:20:44_796395	3590146	0.021597	154	27	-239	-5.237	1.192	0.559	0.537	0.486	-1.234	0	-32.8	-28.3319791419	28.3319791419	1000	1.1916793893	0.08	0	0	2.277	2.277	0	0	0	0.08	0	0	0	0	2.277	21.4387207031	234	256	0.037	0.095	-0.0114	0.0075	0.0041	0.0034	0.0052	0.0202
2014-06-12_22:20:44_817825	3611619	0.021473	83	42	-256	-3.374	-19.541	1.055	0.563	0.532	-0.651	0	-17.96	-27.7140902931	27.7140902931	1000	-19.5411450382	0.08	0	0	2.227	2.227	0	0	0	0.08	0	0	0	0	2.227	21.4382324219	234	255	0.038	0.095	-0.0114	0.0075	0.0041	0.0034	0.005	0.02
2014-06-12_22:20:44_839299	3633049	0.02143	111	-22	-232	-0.511	-11.083	3.169	0.18	0.188	-1.283	0	-25.57	-27.4418141549	27.4418141549	1000	-11.083129771	0.08	0	0	2.205	2.205	0	0	0	0.08	0	0	0	0	2.205	21.12109375	234	255	0.038	0.094	-0.0111	0.0075	0.0038	0.0036	0.0051	0.02
2014-06-12_22:20:44_860596	3654353	0.021304	89	-104	-237	-0.939	-20.656	-2.67	0.334	0.809	-0.884	0	-20.58	-26.8731706453	26.8731706453	1000	-20.655648855	0.08	0	0	2.16	2.16	0	0	0	0.08	0	0	0	0	2.16	21.3159179688	234	255	0.038	0.094	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:44_881701	3675454	0.021101	168	44	-256	0.481	-18.366	2.467	0.375	0.093	-1.113	0	-33.28	-26.6230708258	26.6230708258	1000	-18.3655725191	0.08	0	0	2.14	2.14	0	0	0	0.08	0	0	0	0	2.14	21.0122070313	234	255	0.039	0.094	-0.011	0.0075	0.0038	0.0035	0.0049	0.0197
2014-06-12_22:20:44_902884	3696638	0.021184	144	78	-258	-0.954	-23.114	2.139	0.654	-0.517	-0.757	0	-29.17	-26.1975733429	26.1975733429	1000	-23.1136641221	0.08	0	0	2.106	2.106	0	0	0	0.08	0	0	0	0	2.106	21.033203125	234	255	0.039	0.093	-0.0109	0.0075	0.0038	0.0034	0.005	0.0197
2014-06-12_22:20:44_924407	3718195	0.021557	137	4	-239	2.786	-15.083	0.673	0.517	-0.42	-0.985	0	-29.82	-25.9559617908	25.9559617908	1000	-15.083129771	0.08	0	0	2.086	2.086	0	0	0	0.08	0	0	0	0	2.086	21.2529296875	234	255	0.039	0.093	-0.0112	0.0075	0.004	0.0034	0.0051	0.02
2014-06-12_22:20:44_945726	3739478	0.021283	103	-101	-235	-1.947	-31.472	0.055	0.286	-0.288	-1.029	0	-23.67	-25.2572883893	25.2572883893	1000	-31.4724427481	0.08	0	0	2.031	2.031	0	0	0	0.08	0	0	0	0	2.031	21.169921875	235	255	0.04	0.092	-0.0112	0.0074	0.0039	0.0034	0.0051	0.0198
2014-06-12_22:20:44_967365	3761121	0.021643	85	-74	-226	-4.015	-22.022	-1.678	0.297	0.189	-0.977	0	-20.61	-24.7016908787	24.7016908787	1000	-22.0220610687	0.08	0	0	1.986	1.986	0	0	0	0.08	0	0	0	0	1.986	21.4401855469	235	254	0.04	0.092	-0.0113	0.0075	0.0041	0.0034	0.0051	0.0201
2014-06-12_22:20:44_988760	3782521	0.0214	105	32	-287	-0.718	-22.228	1.162	0.574	0.531	-1.115	0	-20.1	-24.1465992821	24.1465992821	1000	-22.2281679389	0.08	0	0	1.942	1.942	0	0	0	0.08	0	0	0	0	1.942	21.2541503906	235	254	0.041	0.091	-0.0112	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:45_010080	3803833	0.021312	100	5	-248	-0.092	-34.327	3.711	0.466	-0.536	-1.037	0	-21.96	-23.3936687027	23.3936687027	1000	-34.3274045802	0.08	0	0	1.881	1.881	0	0	0	0.08	0	0	0	0	1.881	21.0827636719	235	254	0.041	0.091	-0.0112	0.0075	0.0038	0.0037	0.005	0.02
2014-06-12_22:20:45_031315	3825067	0.021234	112	0	-274	-0.916	-37.167	-0.693	0.235	0.139	-1.006	0	-22.23	-22.5975361945	22.5975361945	1000	-37.1670992366	0.08	0	0	1.818	1.818	0	0	0	0.08	0	0	0	0	1.818	21.2209472656	235	254	0.042	0.09	-0.0109	0.0074	0.0039	0.0035	0.005	0.0198
2014-06-12_22:20:45_052762	3846553	0.021486	125	-9	-241	-7.229	-32.121	0.093	0.096	0.248	-1.192	0	-27.42	-22.0276338569	22.0276338569	1000	-32.1212977099	0.08	0	0	1.772	1.772	0	0	0	0.08	0	0	0	0	1.772	21.166015625	236	253	0.042	0.089	-0.0113	0.0075	0.004	0.0034	0.0051	0.02
2014-06-12_22:20:45_074067	3867945	0.021392	80	-33	-262	-1.038	-36.976	0.52	0.269	-0.092	-1.168	0	-16.98	-21.1563867072	21.1563867072	1000	-36.976259542	0.08	0	0	1.703	1.703	0	0	0	0.08	0	0	0	0	1.703	21.2578125	236	253	0.043	0.089	-0.0111	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:20:45_095660	3889415	0.02147	95	-81	-250	-6.092	-49.137	4.23	0.425	-0.266	-0.941	0	-20.81	-20.1268148359	20.1268148359	1000	-49.1365648855	0.08	0	0	1.62	1.62	0	0	0	0.08	0	0	0	0	1.62	21.236328125	236	253	0.044	0.088	-0.0112	0.0075	0.0039	0.0035	0.0051	0.02
2014-06-12_22:20:45_116917	3910672	0.021257	74	-53	-252	-3.16	-55.915	2.917	0.248	-0.676	-0.88	0	-16.37	-18.8899631951	18.8899631951	1000	-55.9151908397	0.08	0	0	1.521	1.521	0	0	0	0.08	0	0	0	0	1.521	21.1989746094	237	252	0.045	0.086	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:20:45_138121	3931872	0.0212	81	21	-272	6.992	-51.564	-3.182	0.035	-0.45	-0.683	0	-16.58	-17.779321383	17.779321383	1000	-51.5640458015	0.08	0	0	1.432	1.432	0	0	0	0.08	0	0	0	0	1.432	21.0661621094	237	252	0.046	0.085	-0.0111	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:20:45_159381	3953182	0.02131	74	93	-251	0.519	-48.778	-3.617	0.015	-0.566	-1.025	0	-16.43	-16.7424225332	16.7424225332	1000	-48.7777862595	0.08	0	0	1.349	1.349	0	0	0	0.08	0	0	0	0	1.349	21.1259765625	237	252	0.047	0.085	-0.011	0.0075	0.0038	0.0034	0.005	0.0197
2014-06-12_22:20:45_180918	3974671	0.021489	97	80	-243	-2.153	-66.717	1.2	0.092	0.657	-0.571	0	-21.76	-15.4542914172	15.4542914172	1000	-66.7167175573	0.08	0	0	1.246	1.246	0	0	0	0.08	0	0	0	0	1.246	21.2370605469	238	251	0.048	0.083	-0.0113	0.0075	0.0039	0.0035	0.0051	0.02
2014-06-12_22:20:45_202049	3995799	0.021128	64	-2	-239	-2.122	-59.35	-1.419	0.432	-0.521	-0.94	0	-14.99	-14.2061682548	14.2061682548	1000	-59.3503053435	0.08	0	0	1.146	1.146	0	0	0	0.08	0	0	0	0	1.146	21.3000488281	238	251	0.049	0.082	-0.011	0.0075	0.0039	0.0034	0.0049	0.0197
2014-06-12_22:20:45_223462	4017211	0.021412	47	-59	-252	-7.015	-75.77	0.345	0.279	-1.308	-1.133	0	-10.57	-12.5708147747	12.5708147747	1000	-75.7701526718	0.08	0	0	1.016	1.016	0	0	0	0.08	0	0	0	0	1.016	21.04296875	238	250	0.05	0.081	-0.0112	0.0075	0.0039	0.0035	0.005	0.0199
2014-06-12_22:20:45_245096	4038848	0.021637	58	-125	-272	-11.328	-83.709	-3.014	0.019	-0.83	-0.842	0	-12.04	-10.8008560875	10.8008560875	1000	-83.7090839695	0.08	0	0	0.874	0.874	0	0	0	0.08	0	0	0	0	0.874	21.4458007813	239	250	0.051	0.079	-0.0113	0.0075	0.0041	0.0034	0.0052	0.0202
2014-06-12_22:20:45_266387	4060223	0.021375	31	-61	-265	6.061	-71.182	-3.449	0.144	1.024	-0.948	0	-6.67	-9.2465984125	9.2465984125	1000	-71.1823664122	0.08	0	0	0.75	0.75	0	0	0	0.08	0	0	0	0	0.75	21.0969238281	239	249	0.053	0.078	-0.0112	0.0074	0.0039	0.0036	0.005	0.0199
2014-06-12_22:20:45_287580	4081370	0.021147	37	-51	-287	1.351	-57.877	3.963	0.152	1.579	-0.401	0	-7.35	-8.0126147015	8.0126147015	1000	-57.8770229008	0.08	0	0	0.651	0.651	0	0	0	0.08	0	0	0	0	0.651	21.0859375	240	249	0.053	0.076	-0.0109	0.0074	0.0038	0.0035	0.005	0.0197
2014-06-12_22:20:45_308941	4102693	0.021323	12	-67	-273	-2.282	-66.877	-5.945	0.04	0.673	-1.03	0	-2.52	-6.5194941317	6.5194941317	1000	-66.8770229008	0.08	0	0	0.532	0.532	0	0	0	0.08	0	0	0	0	0.532	21.1049804688	240	248	0.055	0.075	-0.0111	0.0075	0.0038	0.0035	0.0051	0.0199
2014-06-12_22:20:45_330237	4124068	0.021375	64	-10	-251	0.176	-72.64	-0.808	-0.173	-0.769	-1.251	0	-14.31	-5.1622009014	5.1622009014	1000	-72.6403816794	0.08	0	0	0.423	0.423	0	0	0	0.08	0	0	0	0	0.423	21.25390625	241	248	0.056	0.074	-0.0112	0.0075	0.0039	0.0036	0.0049	0.0199
2014-06-12_22:20:45_351415	4145168	0.0211	6	13	-241	-0.305	-86.213	-1.358	-0.24	-0.906	-1.489	0	-1.43	-3.3070531075	3.3070531075	1000	-86.2129007634	0.08	0	0	0.275	0.275	0	0	0	0.08	0	0	0	0	0.275	21.0729980469	241	247	0.057	0.072	-0.0109	0.0075	0.0037	0.0035	0.005	0.0197
2014-06-12_22:20:45_372835	4166590	0.021422	-47	-24	-257	-7.771	-87.778	-0.525	-0.262	-0.989	-0.94	0	10.36	-1.2221787391	1.2221787391	1000	-87.7777862595	0.08	0	0	0.108	0.108	0	0	0	0.08	0	0	0	0	0.108	21.0578613281	242	246	0.059	0.07	-0.0112	0.0075	0.0039	0.0036	0.005	0.02
2014-06-12_22:20:45_394874	4188663	0.022073	55	-93	-254	-1.458	-69.289	3.52	0.168	-0.496	-1.52	0	-12.22	0.0162539106	-0.0162539106	999.6509139358	-69.2892366412	0.08	0	0	0.009	0.009	0	0	0	0.08	0	0	0	0	0.009	21.4770507813	242	246	0.06	0.069	-0.0117	0.0075	0.004	0.0039	0.0051	0.0205
2014-06-12_22:20:45_416276	4210035	0.021372	-65	-107	-253	-6.878	-93.465	6.788	0.214	-0.53	-1.165	0	14.41	2.3135440338	-2.3135440338	948.8964120351	-93.4648091603	0.08	0	0	-0.176	-0.176	0	0	0	0.08	0	0	0	0	-0.176	21.9379882813	243	245	0.062	0.067	-0.0112	0.0075	0.0042	0.0033	0.005	0.02
2014-06-12_22:20:45_437914	4231674	0.021639	-23	-70	-248	-9.885	-94.289	6.017	-0.293	-0.084	-0.526	0	5.3	4.3317497403	-4.3317497403	857.0846801733	-94.2892366412	0.08	0	0	-0.338	-0.338	0	0	0	0.08	0	0	0	0	-0.338	21.1950683594	244	244	0.063	0.065	-0.0114	0.0074	0.0042	0.0035	0.0051	0.0202
2014-06-12_22:20:45_459265	4253026	0.021352	7	-40	-250	-3.855	-83.885	0.604	-0.234	0.19	-0.967	0	-1.6	5.9747247324	-5.9747247324	729.0467375866	-83.8846564885	0.08	0	0	-0.471	-0.471	0	0	0	0.08	0	0	0	0	-0.471	21.4299316406	244	244	0.065	0.064	-0.0112	0.0075	0.0041	0.0034	0.005	0.02
