datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	getch_time	pid_time	motors_time	curses_time
2014-06-12_22:45:53_632761	47955539.0	0.0	0.0	0.0	5.822	-12.366	-5.993	0.436	-0.604	-1.101	0.0	-90.0	-87.815	87.815	1000.0	-12.366	0.025	0.0	0.0	2.205	2.205	0	0	0	0.08	0.0	0.0	0.0	0.0	2.205	19.595	234.0	255.0	0.038	0.094	-0.01	0.0064	0.0029	0.0002	0.0034	0.0058
2014-06-12_22:45:53_653364	47976126.0	0.0	0.0	0.0	0.051	-0.19	-2.497	0.518	0.611	-0.812	0.0	-90.0	-87.855	87.855	1000.0	-0.19	0.025	0.0	0.0	2.206	2.206	0	0	0	0.08	0.0	0.0	0.0	0.0	2.206	20.859	234.0	255.0	0.038	0.094	-0.0103	0.0064	0.0037	0.0004	0.0033	0.0052
2014-06-12_22:45:53_673092	47995902.0	0.0	0.0	0.0	-6.399	12.588	2.449	0.516	1.414	-0.994	0.0	-90.0	-88.138	88.138	1000.0	12.588	0.025	0.0	0.0	2.213	2.213	0	0	0	0.08	0.0	0.0	0.0	0.0	2.213	19.419	234.0	255.0	0.038	0.094	-0.0095	0.0063	0.003	0.0002	0.0034	0.0052
2014-06-12_22:45:53_693203	48015970.0	0.0	0.0	0.0	-5.88	7.405	5.846	0.457	1.449	-0.688	0.0	-90.0	-88.319	88.319	1000.0	7.405	0.025	0.0	0.0	2.218	2.218	0	0	0	0.08	0.0	0.0	0.0	0.0	2.218	19.825	234.0	255.0	0.038	0.095	-0.0098	0.0063	0.0032	0.0002	0.0036	0.0052
2014-06-12_22:45:53_712954	48035763.0	0.0	0.0	0.0	4.364	-4.076	1.801	0.298	0.832	-1.085	0.0	-90.0	-88.274	88.274	1000.0	-4.076	0.025	0.0	0.0	2.217	2.217	0	0	0	0.08	0.0	0.0	0.0	0.0	2.217	19.682	234.0	255.0	0.038	0.094	-0.0095	0.0063	0.003	0.0002	0.0034	0.0052
2014-06-12_22:45:53_732937	48055708.0	0.0	0.0	0.0	5.448	-18.099	0.633	0.472	-0.223	-1.201	0.0	-90.0	-87.958	87.958	1000.0	-18.099	0.025	0.0	0.0	2.209	2.209	0	0	0	0.08	0.0	0.0	0.0	0.0	2.209	19.744	234.0	255.0	0.038	0.094	-0.0098	0.0064	0.0031	0.0002	0.0035	0.0052
2014-06-12_22:45:53_752907	48075673.0	0.0	0.0	0.0	2.288	1.023	1.923	0.365	-1.277	-0.812	0.0	-90.0	-88.019	88.019	1000.0	1.023	0.025	0.0	0.0	2.21	2.21	0	0	0	0.08	0.0	0.0	0.0	0.0	2.21	19.965	234.0	255.0	0.038	0.094	-0.0096	0.0062	0.0033	0.0002	0.0033	0.0053
2014-06-12_22:45:53_772857	48095625.0	0.0	0.0	0.0	-2.353	-3.48	0.785	0.243	-1.398	-0.917	0.0	-90.0	-87.992	87.992	1000.0	-3.48	0.025	0.0	0.0	2.21	2.21	0	0	0	0.08	0.0	0.0	0.0	0.0	2.21	19.595	234.0	255.0	0.038	0.094	-0.0097	0.0063	0.0031	0.0002	0.0035	0.0053
2014-06-12_22:45:53_792788	48115555.0	0.0	0.0	0.0	5.708	-4.175	-4.642	0.377	-0.747	-0.786	0.0	-90.0	-87.952	87.952	1000.0	-4.175	0.025	0.0	0.0	2.209	2.209	0	0	0	0.08	0.0	0.0	0.0	0.0	2.209	19.705	234.0	255.0	0.038	0.094	-0.0097	0.0063	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:53_812595	48135356.0	0.0	0.0	0.0	-1.391	-13.908	-2.581	0.426	0.162	-1.102	0.0	-90.0	-87.724	87.724	1000.0	-13.908	0.025	0.0	0.0	2.203	2.203	0	0	0	0.08	0.0	0.0	0.0	0.0	2.203	19.696	234.0	255.0	0.038	0.094	-0.0096	0.0063	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:53_832704	48155507.0	0.0	0.0	0.0	-3.888	3.245	2.785	0.558	0.847	-1.019	0.0	-90.0	-87.833	87.833	1000.0	3.245	0.025	0.0	0.0	2.206	2.206	0	0	0	0.08	0.0	0.0	0.0	0.0	2.206	19.959	234.0	255.0	0.038	0.094	-0.0099	0.0064	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:53_852979	48175744.0	0.0	0.0	0.0	-1.598	3.84	3.381	0.503	1.072	-0.699	0.0	-90.0	-87.952	87.952	1000.0	3.84	0.025	0.0	0.0	2.209	2.209	0	0	0	0.08	0.0	0.0	0.0	0.0	2.209	20.08	234.0	255.0	0.038	0.094	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:53_872776	48195539.0	0.0	0.0	0.0	6.044	11.275	-0.428	0.269	0.533	-0.586	0.0	-90.0	-88.211	88.211	1000.0	11.275	0.025	0.0	0.0	2.215	2.215	0	0	0	0.08	0.0	0.0	0.0	0.0	2.215	19.71	234.0	255.0	0.038	0.094	-0.0096	0.0063	0.003	0.0002	0.0034	0.0052
2014-06-12_22:45:53_892775	48215543.0	0.0	0.0	0.0	7.708	4.558	-2.031	0.437	-0.618	-1.457	0.0	-90.0	-88.335	88.335	1000.0	4.558	0.025	0.0	0.0	2.218	2.218	0	0	0	0.08	0.0	0.0	0.0	0.0	2.218	19.711	234.0	255.0	0.038	0.095	-0.0098	0.0063	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:53_912598	48235362.0	0.0	0.0	0.0	-0.422	-1.106	-0.566	0.266	-1.348	-0.668	0.0	-90.0	-88.347	88.347	1000.0	-1.106	0.025	0.0	0.0	2.219	2.219	0	0	0	0.08	0.0	0.0	0.0	0.0	2.219	19.765	234.0	255.0	0.038	0.095	-0.0096	0.0063	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:53_932757	48255563.0	0.0	0.0	0.0	2.051	-14.404	-3.031	0.349	-1.132	-0.771	0.0	-90.0	-88.1	88.1	1000.0	-14.404	0.025	0.0	0.0	2.212	2.212	0	0	0	0.08	0.0	0.0	0.0	0.0	2.212	19.84	234.0	255.0	0.038	0.094	-0.01	0.0064	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:53_952648	48275419.0	0.0	0.0	0.0	2.28	2.794	-3.322	0.375	-0.139	-0.553	0.0	-90.0	-88.192	88.192	1000.0	2.794	0.025	0.0	0.0	2.215	2.215	0	0	0	0.08	0.0	0.0	0.0	0.0	2.215	19.907	234.0	255.0	0.038	0.094	-0.0096	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:53_972832	48295596.0	0.0	0.0	0.0	-6.078	7.252	4.404	0.513	1.229	-0.992	0.0	-90.0	-88.37	88.37	1000.0	7.252	0.025	0.0	0.0	2.219	2.219	0	0	0	0.08	0.0	0.0	0.0	0.0	2.219	19.898	234.0	255.0	0.038	0.095	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:53_992813	48315581.0	0.0	0.0	0.0	-0.246	0.581	4.671	0.321	1.734	-0.898	0.0	-90.0	-88.414	88.414	1000.0	0.581	0.025	0.0	0.0	2.22	2.22	0	0	0	0.08	0.0	0.0	0.0	0.0	2.22	19.739	234.0	255.0	0.038	0.095	-0.0098	0.0063	0.0031	0.0002	0.0035	0.0053
2014-06-12_22:45:54_012406	48335168.0	0.0	0.0	0.0	8.044	-9.038	0.808	0.45	0.653	-0.64	0.0	-90.0	-88.272	88.272	1000.0	-9.038	0.025	0.0	0.0	2.217	2.217	0	0	0	0.08	0.0	0.0	0.0	0.0	2.217	19.602	234.0	255.0	0.038	0.094	-0.0093	0.0063	0.0029	0.0002	0.0034	0.0053
2014-06-12_22:45:54_032022	48354874.0	0.0	0.0	0.0	5.715	-4.618	1.495	0.336	0.248	-1.268	0.0	-90.0	-88.218	88.218	1000.0	-4.618	0.025	0.0	0.0	2.215	2.215	0	0	0	0.08	0.0	0.0	0.0	0.0	2.215	19.609	234.0	255.0	0.038	0.094	-0.0095	0.0063	0.0031	0.0002	0.0034	0.0051
2014-06-12_22:45:54_061888	48384656.0	0.0	0.0	0.0	7.242	14.978	-0.199	0.308	1.897	-0.932	0.0	-90.0	-88.542	88.542	1000.0	14.978	0.025	0.0	0.0	2.224	2.224	0	0	0	0.08	0.0	0.0	0.0	0.0	2.224	19.61	234.0	255.0	0.038	0.095	-0.0194	0.0064	0.0029	0.0002	0.0034	0.0152
2014-06-12_22:45:54_082081	48404854.0	0.0	0.0	0.0	2.616	-3.473	-0.36	0.521	0.648	-0.809	0.0	-90.0	-88.469	88.469	1000.0	-3.473	0.025	0.0	0.0	2.222	2.222	0	0	0	0.08	0.0	0.0	0.0	0.0	2.222	30.008	234.0	255.0	0.038	0.095	-0.01	0.0064	0.0034	0.0002	0.0034	0.0052
2014-06-12_22:45:54_102244	48425014.0	0.0	0.0	0.0	-4.117	1.947	3.449	0.256	-1.819	-0.824	0.0	-90.0	-88.537	88.537	1000.0	1.947	0.025	0.0	0.0	2.223	2.223	0	0	0	0.08	0.0	0.0	0.0	0.0	2.223	19.931	234.0	255.0	0.038	0.095	-0.0099	0.0064	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:54_122403	48445170.0	0.0	0.0	0.0	-3.17	-2.969	0.862	-0.071	-2.01	-0.711	0.0	89.99	-84.909	84.909	1000.0	-2.969	0.025	0.0	0.0	2.133	2.133	0	0	0	0.08	0.0	0.0	0.0	0.0	2.133	19.95	234.0	255.0	0.039	0.094	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:54_142673	48465444.0	0.0	0.0	0.0	8.96	-11.977	-3.802	0.399	-1.182	-1.225	0.0	-90.0	-84.774	84.774	1000.0	-11.977	0.025	0.0	0.0	2.129	2.129	0	0	0	0.08	0.0	0.0	0.0	0.0	2.129	20.156	234.0	255.0	0.039	0.093	-0.01	0.0064	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:54_162762	48485526.0	0.0	0.0	0.0	-0.704	-8.58	0.785	0.351	1.096	-0.911	0.0	-90.0	-84.711	84.711	1000.0	-8.58	0.025	0.0	0.0	2.128	2.128	0	0	0	0.08	0.0	0.0	0.0	0.0	2.128	19.949	234.0	255.0	0.039	0.093	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:54_182628	48505398.0	0.0	0.0	0.0	-1.185	0.588	1.831	0.583	1.974	-0.663	0.0	-90.01	-84.828	84.828	1000.0	0.588	0.025	0.0	0.0	2.131	2.131	0	0	0	0.08	0.0	0.0	0.0	0.0	2.131	19.589	234.0	255.0	0.039	0.094	-0.0096	0.0063	0.003	0.0002	0.0036	0.0052
2014-06-12_22:45:54_202594	48525363.0	0.0	0.0	0.0	6.151	-9.114	-0.596	0.638	0.992	-0.918	0.0	-90.0	-84.754	84.754	1000.0	-9.114	0.025	0.0	0.0	2.129	2.129	0	0	0	0.08	0.0	0.0	0.0	0.0	2.129	19.915	234.0	255.0	0.039	0.093	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:54_222487	48545254.0	0.0	0.0	0.0	0.815	7.199	1.869	0.583	-0.807	-1.107	0.0	-90.0	-84.998	84.998	1000.0	7.199	0.025	0.0	0.0	2.135	2.135	0	0	0	0.08	0.0	0.0	0.0	0.0	2.135	19.73	234.0	255.0	0.039	0.094	-0.0097	0.0064	0.0031	0.0002	0.0035	0.0052
2014-06-12_22:45:54_242811	48565576.0	0.0	0.0	0.0	-3.231	-12.915	1.373	0.228	-1.585	-1.339	0.0	-90.0	-84.844	84.844	1000.0	-12.915	0.025	0.0	0.0	2.131	2.131	0	0	0	0.08	0.0	0.0	0.0	0.0	2.131	20.089	234.0	255.0	0.039	0.094	-0.0101	0.0064	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:54_262756	48585525.0	0.0	0.0	0.0	-1.453	-12.022	-2.52	0.1	-1.323	-0.475	0.0	-90.0	-84.713	84.713	1000.0	-12.022	0.025	0.0	0.0	2.128	2.128	0	0	0	0.08	0.0	0.0	0.0	0.0	2.128	19.878	234.0	255.0	0.039	0.093	-0.0098	0.0063	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:54_282689	48605458.0	0.0	0.0	0.0	6.364	-5.083	-3.589	0.244	-0.262	-1.031	0.0	-90.0	-84.72	84.72	1000.0	-5.083	0.025	0.0	0.0	2.128	2.128	0	0	0	0.08	0.0	0.0	0.0	0.0	2.128	19.739	234.0	255.0	0.039	0.093	-0.0096	0.0063	0.0031	0.0002	0.0035	0.0052
2014-06-12_22:45:54_302425	48625193.0	0.0	0.0	0.0	0.609	-5.557	-0.054	0.535	0.897	-1.081	0.0	-90.0	-84.719	84.719	1000.0	-5.557	0.025	0.0	0.0	2.128	2.128	0	0	0	0.08	0.0	0.0	0.0	0.0	2.128	19.631	234.0	255.0	0.039	0.093	-0.0095	0.0063	0.003	0.0002	0.0035	0.0051
2014-06-12_22:45:54_322244	48645045.0	0.0	0.0	0.0	-0.849	1.214	3.152	0.522	1.619	-0.629	0.0	-90.0	-84.848	84.848	1000.0	1.214	0.025	0.0	0.0	2.131	2.131	0	0	0	0.08	0.0	0.0	0.0	0.0	2.131	19.633	234.0	255.0	0.039	0.094	-0.0096	0.0064	0.003	0.0002	0.0034	0.0053
2014-06-12_22:45:54_342060	48664822.0	0.0	0.0	0.0	0.479	-17.16	-0.818	0.755	1.098	-0.665	0.0	-90.01	-84.62	84.62	1000.0	-17.16	0.025	0.0	0.0	2.126	2.126	0	0	0	0.08	0.0	0.0	0.0	0.0	2.126	19.657	234.0	255.0	0.039	0.093	-0.0095	0.0063	0.0031	0.0002	0.0035	0.0052
2014-06-12_22:45:54_362004	48684769.0	0.0	0.0	0.0	0.105	6.359	0.259	0.627	-0.363	-1.005	0.0	-90.0	-84.851	84.851	1000.0	6.359	0.025	0.0	0.0	2.131	2.131	0	0	0	0.08	0.0	0.0	0.0	0.0	2.131	19.755	234.0	255.0	0.039	0.094	-0.0097	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:54_383769	48706534.0	0.0	0.0	0.0	0.082	4.481	3.114	0.297	-1.573	-0.93	0.0	-90.0	-85.042	85.042	1000.0	4.481	0.025	0.0	0.0	2.136	2.136	0	0	0	0.08	0.0	0.0	0.0	0.0	2.136	19.897	234.0	255.0	0.039	0.094	-0.0116	0.0063	0.0033	0.0002	0.0035	0.0069
2014-06-12_22:45:54_404047	48726812.0	0.0	0.0	0.0	-2.834	0.146	1.03	-0.071	1.933	-0.929	0.0	89.99	-81.544	81.544	1000.0	0.146	0.025	0.0	0.0	2.049	2.049	0	0	0	0.08	0.0	0.0	0.0	0.0	2.049	21.772	235.0	255.0	0.04	0.093	-0.01	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:54_424120	48746957.0	0.0	0.0	0.0	5.418	-14.114	-3.291	0.225	0.845	-0.673	0.0	-90.0	-81.439	81.439	1000.0	-14.114	0.025	0.0	0.0	2.046	2.046	0	0	0	0.08	0.0	0.0	0.0	0.0	2.046	19.863	235.0	255.0	0.04	0.093	-0.0099	0.0063	0.0032	0.0002	0.0036	0.0052
2014-06-12_22:45:54_444192	48766955.0	0.0	0.0	0.0	3.067	-9.664	1.167	0.406	-0.978	-1.152	0.0	-90.0	-81.421	81.421	1000.0	-9.664	0.025	0.0	0.0	2.046	2.046	0	0	0	0.08	0.0	0.0	0.0	0.0	2.046	19.978	235.0	255.0	0.04	0.093	-0.0098	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:54_463976	48786818.0	0.0	0.0	0.0	-2.941	-5.129	3.907	0.647	-1.873	-0.637	0.0	-90.01	-81.494	81.494	1000.0	-5.129	0.025	0.0	0.0	2.047	2.047	0	0	0	0.08	0.0	0.0	0.0	0.0	2.047	19.638	235.0	255.0	0.04	0.093	-0.0097	0.0064	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:54_483823	48806587.0	0.0	0.0	0.0	4.349	-6.129	2.869	0.521	-1.452	-1.101	0.0	-90.0	-81.545	81.545	1000.0	-6.129	0.025	0.0	0.0	2.049	2.049	0	0	0	0.08	0.0	0.0	0.0	0.0	2.049	19.744	235.0	255.0	0.04	0.093	-0.0095	0.0063	0.0031	0.0002	0.0034	0.0052
2014-06-12_22:45:54_503788	48826624.0	0.0	0.0	0.0	2.059	0.886	0.64	0.382	-0.041	-0.741	0.0	-90.0	-81.731	81.731	1000.0	0.886	0.025	0.0	0.0	2.053	2.053	0	0	0	0.08	0.0	0.0	0.0	0.0	2.053	19.616	234.0	255.0	0.039	0.093	-0.0098	0.0063	0.0031	0.0002	0.0036	0.0053
2014-06-12_22:45:54_523994	48846760.0	0.0	0.0	0.0	-5.292	-19.32	0.686	0.253	0.697	-1.165	0.0	-90.0	-81.515	81.515	1000.0	-19.32	0.025	0.0	0.0	2.048	2.048	0	0	0	0.08	0.0	0.0	0.0	0.0	2.048	20.149	235.0	255.0	0.04	0.093	-0.0099	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:54_543988	48866836.0	0.0	0.0	0.0	0.555	-16.61	-1.146	0.179	0.643	-0.938	0.0	-90.0	-81.36	81.36	1000.0	-16.61	0.025	0.0	0.0	2.044	2.044	0	0	0	0.08	0.0	0.0	0.0	0.0	2.044	19.941	235.0	255.0	0.04	0.093	-0.0098	0.0064	0.0033	0.0002	0.0034	0.0052
2014-06-12_22:45:54_564098	48886860.0	0.0	0.0	0.0	-0.735	-14.641	-2.573	0.174	0.165	-0.632	0.0	-90.0	-81.248	81.248	1000.0	-14.641	0.025	0.0	0.0	2.041	2.041	0	0	0	0.08	0.0	0.0	0.0	0.0	2.041	19.869	235.0	255.0	0.04	0.092	-0.0098	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:54_583711	48906478.0	0.0	0.0	0.0	0.708	-12.091	0.098	0.399	-0.449	-1.137	0.0	-90.0	-81.192	81.192	1000.0	-12.091	0.025	0.0	0.0	2.04	2.04	0	0	0	0.08	0.0	0.0	0.0	0.0	2.04	19.498	235.0	255.0	0.04	0.092	-0.0095	0.0064	0.0029	0.0002	0.0035	0.0051
2014-06-12_22:45:54_603699	48926500.0	0.0	0.0	0.0	1.219	-13.259	2.541	0.51	-0.76	-0.956	0.0	-90.0	-81.111	81.111	1000.0	-13.259	0.025	0.0	0.0	2.038	2.038	0	0	0	0.08	0.0	0.0	0.0	0.0	2.038	19.823	235.0	255.0	0.04	0.092	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:54_623525	48946290.0	0.0	0.0	0.0	-0.46	-20.068	1.854	0.476	-0.565	-0.651	0.0	-90.0	-80.903	80.903	1000.0	-20.068	0.025	0.0	0.0	2.033	2.033	0	0	0	0.08	0.0	0.0	0.0	0.0	2.033	19.606	235.0	255.0	0.04	0.092	-0.0097	0.0063	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:54_643682	48966449.0	0.0	0.0	0.0	-0.842	-23.534	1.304	0.37	-0.302	-0.92	0.0	-90.0	-80.623	80.623	1000.0	-23.534	0.025	0.0	0.0	2.026	2.026	0	0	0	0.08	0.0	0.0	0.0	0.0	2.026	20.042	235.0	255.0	0.04	0.092	-0.0098	0.0065	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:54_663535	48986297.0	0.0	0.0	0.0	-0.842	-19.068	-0.009	0.305	0.117	-1.116	0.0	-90.0	-80.442	80.442	1000.0	-19.068	0.025	0.0	0.0	2.021	2.021	0	0	0	0.08	0.0	0.0	0.0	0.0	2.021	19.727	235.0	255.0	0.04	0.092	-0.0097	0.0063	0.0032	0.0002	0.0035	0.0051
2014-06-12_22:45:54_683664	49006427.0	0.0	0.0	0.0	0.99	-32.221	-3.871	0.134	0.643	-0.861	0.0	-90.0	-80.003	80.003	1000.0	-32.221	0.025	0.0	0.0	2.01	2.01	0	0	0	0.08	0.0	0.0	0.0	0.0	2.01	19.955	235.0	255.0	0.04	0.092	-0.0098	0.0064	0.0033	0.0002	0.0034	0.0052
2014-06-12_22:45:54_703762	49026554.0	0.0	0.0	0.0	4.181	-23.496	-3.619	0.166	0.438	-0.833	0.0	-90.0	-79.746	79.746	1000.0	-23.496	0.025	0.0	0.0	2.004	2.004	0	0	0	0.08	0.0	0.0	0.0	0.0	2.004	19.857	235.0	254.0	0.04	0.092	-0.01	0.0063	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:54_724043	49046810.0	0.0	0.0	0.0	3.547	-19.419	0.365	0.407	0.169	-0.86	0.0	-90.0	-79.567	79.567	1000.0	-19.419	0.025	0.0	0.0	1.999	1.999	0	0	0	0.08	0.0	0.0	0.0	0.0	1.999	20.158	235.0	254.0	0.04	0.092	-0.0099	0.0063	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:54_743736	49066502.0	0.0	0.0	0.0	-5.399	-27.938	3.312	0.537	-0.393	-1.053	0.0	-90.0	-79.242	79.242	1000.0	-27.938	0.025	0.0	0.0	1.991	1.991	0	0	0	0.08	0.0	0.0	0.0	0.0	1.991	19.512	235.0	254.0	0.04	0.092	-0.0095	0.0064	0.0029	0.0002	0.0035	0.0052
2014-06-12_22:45:54_763803	49086572.0	0.0	0.0	0.0	0.349	-35.702	2.671	0.502	-0.288	-1.003	0.0	-90.0	-78.76	78.76	1000.0	-35.702	0.025	0.0	0.0	1.979	1.979	0	0	0	0.08	0.0	0.0	0.0	0.0	1.979	19.908	235.0	254.0	0.04	0.092	-0.0098	0.0062	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:54_783785	49106548.0	0.0	0.0	0.0	2.212	-26.022	0.579	0.356	-0.574	-0.764	0.0	-90.0	-78.479	78.479	1000.0	-26.022	0.025	0.0	0.0	1.972	1.972	0	0	0	0.08	0.0	0.0	0.0	0.0	1.972	19.84	235.0	254.0	0.04	0.092	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:54_803990	49126756.0	0.0	0.0	0.0	-4.987	-41.999	1.259	0.168	-0.134	-0.889	0.0	-90.0	-77.888	77.888	1000.0	-41.999	0.025	0.0	0.0	1.957	1.957	0	0	0	0.08	0.0	0.0	0.0	0.0	1.957	19.971	235.0	254.0	0.04	0.092	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:54_823965	49146844.0	0.0	0.0	0.0	-1.872	-30.557	-2.138	0.12	0.271	-1.051	0.0	-89.99	-77.536	77.536	1000.0	-30.557	0.025	0.0	0.0	1.948	1.948	0	0	0	0.08	0.0	0.0	0.0	0.0	1.948	19.821	235.0	254.0	0.041	0.091	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:54_844299	49167063.0	0.0	0.0	0.0	-4.697	-34.198	0.556	0.085	0.401	-0.552	0.0	-90.0	-77.11	77.11	1000.0	-34.198	0.025	0.0	0.0	1.938	1.938	0	0	0	0.08	0.0	0.0	0.0	0.0	1.938	20.158	235.0	254.0	0.041	0.091	-0.01	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:54_864520	49187284.0	0.0	0.0	0.0	-3.025	-33.038	3.052	0.277	-0.567	-1.129	0.0	-90.0	-76.722	76.722	1000.0	-33.038	0.025	0.0	0.0	1.928	1.928	0	0	0	0.08	0.0	0.0	0.0	0.0	1.928	19.94	235.0	254.0	0.041	0.091	-0.01	0.0064	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:54_884645	49207412.0	0.0	0.0	0.0	-0.224	-44.77	5.114	0.367	-0.798	-0.753	0.0	-90.0	-76.104	76.104	1000.0	-44.77	0.025	0.0	0.0	1.913	1.913	0	0	0	0.08	0.0	0.0	0.0	0.0	1.913	20.149	235.0	254.0	0.041	0.091	-0.0099	0.0064	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:54_904869	49227636.0	0.0	0.0	0.0	-4.926	-50.457	0.93	0.311	-0.728	-1.171	0.0	-90.0	-75.4	75.4	1000.0	-50.457	0.025	0.0	0.0	1.895	1.895	0	0	0	0.08	0.0	0.0	0.0	0.0	1.895	19.856	235.0	254.0	0.041	0.091	-0.01	0.0064	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:54_925098	49247903.0	0.0	0.0	0.0	-3.338	-43.931	3.205	0.262	-0.214	-1.039	0.0	-90.0	-74.824	74.824	1000.0	-43.931	0.025	0.0	0.0	1.881	1.881	0	0	0	0.08	0.0	0.0	0.0	0.0	1.881	20.158	235.0	254.0	0.041	0.091	-0.01	0.0064	0.0033	0.0003	0.0034	0.0053
2014-06-12_22:45:54_945531	49268296.0	0.0	0.0	0.0	-1.453	-51.435	-0.016	-0.029	-0.147	-1.001	0.0	89.96	-70.514	70.514	1000.0	-51.435	0.025	0.0	0.0	1.773	1.773	0	0	0	0.08	0.0	0.0	0.0	0.0	1.773	20.133	236.0	253.0	0.042	0.089	-0.0103	0.0064	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:54_965814	49288577.0	0.0	0.0	0.0	-5.697	-50.404	1.045	0.27	-0.051	-0.965	0.0	-90.0	-69.897	69.897	1000.0	-50.404	0.025	0.0	0.0	1.757	1.757	0	0	0	0.08	0.0	0.0	0.0	0.0	1.757	20.375	236.0	253.0	0.042	0.089	-0.0099	0.0063	0.0034	0.0002	0.0034	0.0051
2014-06-12_22:45:54_986217	49309065.0	0.0	0.0	0.0	1.761	-53.679	0.663	0.378	0.087	-0.678	0.0	-90.0	-69.244	69.244	1000.0	-53.679	0.025	0.0	0.0	1.741	1.741	0	0	0	0.08	0.0	0.0	0.0	0.0	1.741	20.06	236.0	253.0	0.043	0.089	-0.0102	0.0063	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:55_006304	49329082.0	0.0	0.0	0.0	-2.811	-65.9	5.037	0.284	-0.329	-0.764	0.0	-90.0	-68.36	68.36	1000.0	-65.9	0.025	0.0	0.0	1.719	1.719	0	0	0	0.08	0.0	0.0	0.0	0.0	1.719	20.114	236.0	253.0	0.043	0.089	-0.0098	0.0063	0.0034	0.0002	0.0033	0.0052
2014-06-12_22:45:55_026884	49349664.0	0.0	0.0	0.0	1.387	-53.992	5.343	0.333	-0.645	-1.196	0.0	-90.0	-67.733	67.733	1000.0	-53.992	0.025	0.0	0.0	1.703	1.703	0	0	0	0.08	0.0	0.0	0.0	0.0	1.703	20.029	236.0	253.0	0.043	0.089	-0.0104	0.0064	0.0035	0.0002	0.0034	0.0056
2014-06-12_22:45:55_047260	49370026.0	0.0	0.0	0.0	-4.613	-59.877	-0.031	0.189	-0.285	-0.738	0.0	-90.0	-66.98	66.98	1000.0	-59.877	0.025	0.0	0.0	1.684	1.684	0	0	0	0.08	0.0	0.0	0.0	0.0	1.684	20.425	236.0	253.0	0.043	0.088	-0.0102	0.0063	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:55_067697	49390466.0	0.0	0.0	0.0	-5.285	-45.351	-1.535	0.048	0.35	-0.951	0.0	-89.98	-66.543	66.543	1000.0	-45.351	0.025	0.0	0.0	1.674	1.674	0	0	0	0.08	0.0	0.0	0.0	0.0	1.674	20.187	236.0	253.0	0.043	0.088	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
